traj_id,charge,length,total_phase_rad,total_phase_cycles
2.000000000000000000e+00,-1.000000000000000000e+00,1.020000000000000000e+02,-2.024065277292067222e+01,-3.221399940217003266e+00
8.000000000000000000e+00,-1.000000000000000000e+00,1.010000000000000000e+02,-1.692497534471338128e+01,-2.693693487819589727e+00
1.100000000000000000e+01,1.000000000000000000e+00,1.030000000000000000e+02,-1.000729837561427082e+01,-1.592711003474506004e+00
1.600000000000000000e+01,-1.000000000000000000e+00,8.500000000000000000e+01,3.357400073797147222e+00,5.343468176819101689e-01
2.100000000000000000e+01,-1.000000000000000000e+00,1.110000000000000000e+02,9.542728274871926430e+00,1.518772375528661955e+00
2.800000000000000000e+01,1.000000000000000000e+00,1.170000000000000000e+02,-2.022414348569526155e+01,-3.218772405548155469e+00
3.000000000000000000e+01,1.000000000000000000e+00,8.400000000000000000e+01,-7.976702800205019983e+00,-1.269531680227592219e+00
3.400000000000000000e+01,-1.000000000000000000e+00,1.310000000000000000e+02,-1.685774285040127651e+01,-2.682993104013420727e+00
5.500000000000000000e+01,-1.000000000000000000e+00,9.100000000000000000e+01,-1.644129649904701651e+01,-2.616713608662806223e+00
7.900000000000000000e+01,1.000000000000000000e+00,8.800000000000000000e+01,-2.020787070817702613e+01,-3.216182512568293461e+00
8.400000000000000000e+01,-1.000000000000000000e+00,9.100000000000000000e+01,-1.248619214297284685e+01,-1.987239199949314195e+00
8.500000000000000000e+01,1.000000000000000000e+00,9.600000000000000000e+01,2.675603584738168728e+00,4.258355362654744347e-01
1.180000000000000000e+02,-1.000000000000000000e+00,1.470000000000000000e+02,-5.562501631735154994e+00,-8.852996306473835952e-01
1.190000000000000000e+02,-1.000000000000000000e+00,1.410000000000000000e+02,-1.368768828536119919e-01,-2.178463250116264086e-02
1.200000000000000000e+02,1.000000000000000000e+00,1.250000000000000000e+02,-2.858834088910018423e+01,-4.549975767296444928e+00
1.230000000000000000e+02,1.000000000000000000e+00,1.210000000000000000e+02,-2.491824671605360564e+01,-3.965862138043319440e+00
1.340000000000000000e+02,1.000000000000000000e+00,8.000000000000000000e+01,1.253651189216857098e+01,1.995247836768958116e+00
1.440000000000000000e+02,-1.000000000000000000e+00,1.100000000000000000e+02,-2.246136393174658963e+00,-3.574837098323478957e-01
1.630000000000000000e+02,-1.000000000000000000e+00,8.200000000000000000e+01,5.660150049315708642e-01,9.008408589904302877e-02
1.670000000000000000e+02,-1.000000000000000000e+00,1.130000000000000000e+02,-2.783712122884507423e-02,-4.430415445019029487e-03
1.690000000000000000e+02,-1.000000000000000000e+00,1.200000000000000000e+02,-6.367539408425356484e+00,-1.013425372183338613e+00
1.730000000000000000e+02,-1.000000000000000000e+00,9.600000000000000000e+01,-8.380824527245259503e+00,-1.333849650696879996e+00
1.780000000000000000e+02,-1.000000000000000000e+00,1.010000000000000000e+02,-1.136001188257892025e+01,-1.808002044695102839e+00
1.900000000000000000e+02,1.000000000000000000e+00,1.050000000000000000e+02,1.817506818221057330e+01,2.892651942231041495e+00
1.970000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+02,-9.913873164636710200e+00,-1.577841919338023979e+00
2.480000000000000000e+02,-1.000000000000000000e+00,9.200000000000000000e+01,-9.544604157301959546e+00,-1.519070931490061005e+00
2.500000000000000000e+02,1.000000000000000000e+00,1.410000000000000000e+02,-2.467700338508501190e+01,-3.927467069431713753e+00
2.910000000000000000e+02,-1.000000000000000000e+00,8.100000000000000000e+01,-1.638890805073608448e+01,-2.608375728153206730e+00
3.010000000000000000e+02,1.000000000000000000e+00,1.080000000000000000e+02,-1.009977890243551002e+01,-1.607429736457848701e+00
3.310000000000000000e+02,-1.000000000000000000e+00,8.900000000000000000e+01,-2.882194273913059490e+01,-4.587154656444195844e+00
3.430000000000000000e+02,-1.000000000000000000e+00,9.100000000000000000e+01,-2.756005877853971242e+01,-4.386319586507778645e+00
3.500000000000000000e+02,-1.000000000000000000e+00,8.100000000000000000e+01,-3.707381964864434387e+00,-5.900481656379181761e-01
3.550000000000000000e+02,-1.000000000000000000e+00,1.130000000000000000e+02,9.798918438297395284e+00,1.559546306409345995e+00
3.770000000000000000e+02,1.000000000000000000e+00,1.010000000000000000e+02,9.439963760376064883e+00,1.502416895072206993e+00
3.910000000000000000e+02,1.000000000000000000e+00,1.020000000000000000e+02,-7.305057215547082761e-01,-1.162635965423435419e-01
5.560000000000000000e+02,1.000000000000000000e+00,8.400000000000000000e+01,-1.287346915429641214e+01,-2.048876250647315711e+00
6.180000000000000000e+02,-1.000000000000000000e+00,8.800000000000000000e+01,-1.383018360628939902e+01,-2.201142084809453170e+00
1.283000000000000000e+03,-1.000000000000000000e+00,8.400000000000000000e+01,-2.350423384709504049e+01,-3.740815000353011399e+00
1.291000000000000000e+03,-1.000000000000000000e+00,9.500000000000000000e+01,1.488052759326409458e+01,2.368309522283325474e+00
1.306000000000000000e+03,-1.000000000000000000e+00,9.100000000000000000e+01,1.436020756615298488e+01,2.285498017978883301e+00
1.360000000000000000e+03,-1.000000000000000000e+00,8.900000000000000000e+01,-2.321426239095620847e+00,-3.694664609752961737e-01
1.386000000000000000e+03,1.000000000000000000e+00,9.200000000000000000e+01,6.575032151195634000e+00,1.046448867850923392e+00
1.405000000000000000e+03,1.000000000000000000e+00,9.500000000000000000e+01,2.629754424984859451e+00,4.185384158541252675e-01
1.507000000000000000e+03,1.000000000000000000e+00,1.050000000000000000e+02,4.351183677464058874e+00,6.925123905691762394e-01
1.521000000000000000e+03,-1.000000000000000000e+00,9.300000000000000000e+01,-4.492803818340770583e+00,-7.150519360310754191e-01
1.574000000000000000e+03,1.000000000000000000e+00,1.120000000000000000e+02,-2.196561338395668983e+01,-3.495935948102201429e+00
1.577000000000000000e+03,-1.000000000000000000e+00,9.100000000000000000e+01,-5.789147408632699943e+00,-9.213714263715307995e-01
1.582000000000000000e+03,1.000000000000000000e+00,8.800000000000000000e+01,-8.507777111138469905e+00,-1.354054781961772980e+00
1.633000000000000000e+03,1.000000000000000000e+00,1.120000000000000000e+02,-1.738020143214398772e+01,-2.766144969858554070e+00
1.640000000000000000e+03,1.000000000000000000e+00,1.110000000000000000e+02,8.154768443507911968e+00,1.297871707554085763e+00
1.650000000000000000e+03,1.000000000000000000e+00,1.170000000000000000e+02,2.882460372451839170e+00,4.587578165422159238e-01
1.656000000000000000e+03,1.000000000000000000e+00,8.900000000000000000e+01,-3.046716973770649517e+01,-4.849000665775792918e+00
1.664000000000000000e+03,-1.000000000000000000e+00,8.300000000000000000e+01,-3.235547929763887964e+01,-5.149534466326714188e+00
1.683000000000000000e+03,1.000000000000000000e+00,1.350000000000000000e+02,-3.617414038681984323e+01,-5.757293254662545046e+00
1.687000000000000000e+03,-1.000000000000000000e+00,1.290000000000000000e+02,3.468687176971148922e+00,5.520587102544303182e-01
1.698000000000000000e+03,-1.000000000000000000e+00,8.000000000000000000e+01,-4.850660576748802022e-01,-7.720066080505558204e-02
1.714000000000000000e+03,-1.000000000000000000e+00,8.800000000000000000e+01,-7.919142454534902953e+00,-1.260370666688114927e+00
1.721000000000000000e+03,-1.000000000000000000e+00,9.200000000000000000e+01,5.868731345481992712e+00,9.340376033118089616e-01
1.741000000000000000e+03,-1.000000000000000000e+00,8.500000000000000000e+01,-2.648977065119257901e+00,-4.215977940507914523e-01
1.778000000000000000e+03,-1.000000000000000000e+00,8.600000000000000000e+01,-1.591315912705440105e+01,-2.532657935278618044e+00
1.790000000000000000e+03,-1.000000000000000000e+00,8.100000000000000000e+01,-9.630889999041020388e+00,-1.532803749721677544e+00
1.791000000000000000e+03,1.000000000000000000e+00,8.000000000000000000e+01,1.232397430334049249e+00,1.961421428914136567e-01
1.830000000000000000e+03,-1.000000000000000000e+00,8.100000000000000000e+01,-1.422109837437720437e+01,-2.263358102478249201e+00
1.846000000000000000e+03,-1.000000000000000000e+00,1.190000000000000000e+02,-2.147987949296592447e+01,-3.418628998323761436e+00
1.882000000000000000e+03,1.000000000000000000e+00,1.070000000000000000e+02,-2.562224429077994969e+00,-4.077906831985723124e-01
1.884000000000000000e+03,-1.000000000000000000e+00,8.300000000000000000e+01,-9.494428289222353712e+00,-1.511085194061264847e+00
1.909000000000000000e+03,-1.000000000000000000e+00,8.900000000000000000e+01,7.578436188774764659e+00,1.206145580350007851e+00
1.940000000000000000e+03,-1.000000000000000000e+00,8.300000000000000000e+01,-7.175390520820670304e+00,-1.141998870003338995e+00
1.947000000000000000e+03,1.000000000000000000e+00,1.590000000000000000e+02,-9.524015279557795921e+00,-1.515794109824362801e+00
2.086000000000000000e+03,-1.000000000000000000e+00,1.390000000000000000e+02,1.605263244795296806e+00,2.554855803729067509e-01
2.104000000000000000e+03,1.000000000000000000e+00,1.100000000000000000e+02,3.902503936028935527e+00,6.211027918545828364e-01
2.191000000000000000e+03,1.000000000000000000e+00,1.210000000000000000e+02,-1.754704172069684986e+00,-2.792698426488620655e-01
2.211000000000000000e+03,1.000000000000000000e+00,1.100000000000000000e+02,-1.870118627600927952e-02,-2.976386237509191270e-03
2.265000000000000000e+03,1.000000000000000000e+00,1.100000000000000000e+02,-8.086119828876995541e+00,-1.286945941199164833e+00
2.267000000000000000e+03,-1.000000000000000000e+00,9.400000000000000000e+01,-1.953076718380746257e+01,-3.108418139679933745e+00
2.284000000000000000e+03,-1.000000000000000000e+00,9.400000000000000000e+01,-5.791839716492939161e+00,-9.217999204758129395e-01
2.290000000000000000e+03,1.000000000000000000e+00,8.000000000000000000e+01,-3.972555385430307950e+00,-6.322518262975630465e-01
2.315000000000000000e+03,-1.000000000000000000e+00,1.070000000000000000e+02,-1.687796502456329284e+00,-2.686211562991370760e-01
2.316000000000000000e+03,-1.000000000000000000e+00,1.000000000000000000e+02,-2.171659307508877035e+01,-3.456303135015601491e+00
2.326000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+02,1.003447683844519212e+01,1.597036590179686355e+00
2.332000000000000000e+03,1.000000000000000000e+00,1.010000000000000000e+02,-4.152094034332725947e+00,-6.608262897464231012e-01
2.389000000000000000e+03,1.000000000000000000e+00,9.900000000000000000e+01,-3.744339602403321265e+01,-5.959301563372306099e+00
2.393000000000000000e+03,-1.000000000000000000e+00,9.000000000000000000e+01,-3.285303394432147428e+01,-5.228722747804590121e+00
2.418000000000000000e+03,-1.000000000000000000e+00,1.010000000000000000e+02,-1.467063611752012697e+01,-2.334904256405820444e+00
2.433000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+02,-2.318691977579199648e+00,-3.690312897392518110e-01
2.483000000000000000e+03,-1.000000000000000000e+00,9.200000000000000000e+01,-1.209776669387967196e+01,-1.925419369703446071e+00
2.540000000000000000e+03,1.000000000000000000e+00,1.250000000000000000e+02,-1.946739709345739655e+01,-3.098332476556540538e+00
2.546000000000000000e+03,1.000000000000000000e+00,1.140000000000000000e+02,-6.620672833106080013e+00,-1.053712807983055777e+00
2.552000000000000000e+03,1.000000000000000000e+00,8.400000000000000000e+01,-1.908140003872952661e+01,-3.036899137277687455e+00
2.557000000000000000e+03,1.000000000000000000e+00,9.300000000000000000e+01,-6.345807005412646085e+00,-1.009966552818600594e+00
2.636000000000000000e+03,-1.000000000000000000e+00,8.700000000000000000e+01,-1.738983692111522217e+01,-2.767678505557433777e+00
2.689000000000000000e+03,-1.000000000000000000e+00,1.370000000000000000e+02,-1.771676222274908952e+01,-2.819710283334272649e+00
2.694000000000000000e+03,1.000000000000000000e+00,8.400000000000000000e+01,5.011879382034363672e+00,7.976653778311227905e-01
2.698000000000000000e+03,-1.000000000000000000e+00,1.110000000000000000e+02,-1.757585580380086299e+01,-2.797284330245284778e+00
2.709000000000000000e+03,1.000000000000000000e+00,1.050000000000000000e+02,-1.079632115986220953e+01,-1.718287879799695439e+00
2.711000000000000000e+03,-1.000000000000000000e+00,9.700000000000000000e+01,-9.585064565515661883e+00,-1.525510405456787622e+00
2.745000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+02,-3.185545627370797206e+01,-5.069953330408353054e+00
2.758000000000000000e+03,-1.000000000000000000e+00,1.070000000000000000e+02,-2.470836155185626382e+00,-3.932457876679658626e-01
2.803000000000000000e+03,-1.000000000000000000e+00,9.700000000000000000e+01,-9.895459710473817339e+00,-1.574911327088603485e+00
2.805000000000000000e+03,1.000000000000000000e+00,8.200000000000000000e+01,8.164006759904218313e+00,1.299342031274404841e+00
2.815000000000000000e+03,1.000000000000000000e+00,8.600000000000000000e+01,-4.696666028733706533e+00,-7.474976145247511639e-01
2.836000000000000000e+03,-1.000000000000000000e+00,8.300000000000000000e+01,4.460489513989099208e+00,7.099089547609309658e-01
2.860000000000000000e+03,-1.000000000000000000e+00,1.020000000000000000e+02,-2.435263180424278673e+01,-3.875841728942141184e+00
2.863000000000000000e+03,1.000000000000000000e+00,9.000000000000000000e+01,2.324449161821306564e+00,3.699475740696738790e-01
2.871000000000000000e+03,-1.000000000000000000e+00,1.010000000000000000e+02,-1.074769756237219198e+01,-1.710549193908248444e+00
2.883000000000000000e+03,1.000000000000000000e+00,1.060000000000000000e+02,-1.008850597086273737e+01,-1.605635593674905381e+00
2.944000000000000000e+03,1.000000000000000000e+00,9.900000000000000000e+01,-2.367752716245302924e+00,-3.768395488097018298e-01
2.949000000000000000e+03,-1.000000000000000000e+00,1.450000000000000000e+02,-2.009328925961527190e+01,-3.197946308643060398e+00
2.960000000000000000e+03,1.000000000000000000e+00,8.000000000000000000e+01,-8.779666877933919977e+00,-1.397327382323371392e+00
2.999000000000000000e+03,-1.000000000000000000e+00,9.400000000000000000e+01,-1.130627197559629593e+00,-1.799449072857519649e-01
3.000000000000000000e+03,1.000000000000000000e+00,1.040000000000000000e+02,-1.515473427631726544e+01,-2.411950871320069911e+00
3.017000000000000000e+03,-1.000000000000000000e+00,1.110000000000000000e+02,5.556222731466741394e+00,8.843003126324845420e-01
3.026000000000000000e+03,-1.000000000000000000e+00,8.300000000000000000e+01,-1.905112765377126038e-01,-3.032081137572398624e-02
3.071000000000000000e+03,1.000000000000000000e+00,9.800000000000000000e+01,-5.455542761581782862e+00,-8.682765977549502523e-01
3.099000000000000000e+03,-1.000000000000000000e+00,1.100000000000000000e+02,-1.217320712505022229e+01,-1.937426087233222960e+00
3.116000000000000000e+03,1.000000000000000000e+00,9.000000000000000000e+01,-3.681997071612161498e+00,-5.860080343969588101e-01
3.146000000000000000e+03,-1.000000000000000000e+00,9.500000000000000000e+01,-1.922228089333832912e+01,-3.059321021675688979e+00
3.148000000000000000e+03,1.000000000000000000e+00,9.200000000000000000e+01,6.161157575358690019e-01,9.805786832864121783e-02
3.155000000000000000e+03,1.000000000000000000e+00,1.260000000000000000e+02,-6.675172556161834692e+00,-1.062386708304518423e+00
3.212000000000000000e+03,-1.000000000000000000e+00,9.100000000000000000e+01,7.388322042444434246e+00,1.175887974209839815e+00
3.252000000000000000e+03,-1.000000000000000000e+00,9.100000000000000000e+01,-8.649230741698401559e+00,-1.376567826483680923e+00
3.253000000000000000e+03,1.000000000000000000e+00,1.400000000000000000e+02,-2.740924114680399981e+01,-4.362316214911627021e+00
3.273000000000000000e+03,-1.000000000000000000e+00,1.000000000000000000e+02,-1.169839754998907821e+01,-1.861857796334879689e+00
3.312000000000000000e+03,1.000000000000000000e+00,1.140000000000000000e+02,-2.141538063894692456e+01,-3.408363686882875054e+00
3.324000000000000000e+03,1.000000000000000000e+00,9.100000000000000000e+01,-1.893434245308314701e+01,-3.013494195602906434e+00
3.349000000000000000e+03,1.000000000000000000e+00,8.300000000000000000e+01,-1.050506538906170917e+01,-1.671933084172755768e+00
3.364000000000000000e+03,-1.000000000000000000e+00,8.800000000000000000e+01,-4.426844446154715840e+00,-7.045541759044267049e-01
3.381000000000000000e+03,-1.000000000000000000e+00,9.900000000000000000e+01,-2.019267667843406500e+01,-3.213764307629215722e+00
3.386000000000000000e+03,1.000000000000000000e+00,1.410000000000000000e+02,-6.035905005328173090e+00,-9.606441176310915875e-01
3.400000000000000000e+03,1.000000000000000000e+00,8.200000000000000000e+01,-1.004787636547190210e+01,-1.599169191141080804e+00
3.407000000000000000e+03,-1.000000000000000000e+00,8.300000000000000000e+01,2.250040761873870920e+00,3.581051094104807375e-01
3.438000000000000000e+03,-1.000000000000000000e+00,9.000000000000000000e+01,-5.478010053153652414e-01,-8.718523782665001109e-02
3.445000000000000000e+03,-1.000000000000000000e+00,8.300000000000000000e+01,1.773548703035917740e+01,2.822690429023862801e+00
3.482000000000000000e+03,1.000000000000000000e+00,8.400000000000000000e+01,-5.740271812009659413e+00,-9.135926335724082747e-01
3.487000000000000000e+03,-1.000000000000000000e+00,1.080000000000000000e+02,-2.407796307256551138e+00,-3.832126842582921356e-01
3.491000000000000000e+03,-1.000000000000000000e+00,9.900000000000000000e+01,-1.374918454041709381e+01,-2.188250683090049886e+00
3.497000000000000000e+03,1.000000000000000000e+00,8.700000000000000000e+01,-6.250249300724607160e+00,-9.947580717669834982e-01
3.498000000000000000e+03,-1.000000000000000000e+00,8.400000000000000000e+01,2.682276544549962782e+00,4.268975708045750217e-01
3.590000000000000000e+03,1.000000000000000000e+00,1.030000000000000000e+02,-1.609397993792381243e+01,-2.561436461142369669e+00
3.603000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+02,-1.689846830946386902e+01,-2.689474762132919139e+00
3.605000000000000000e+03,1.000000000000000000e+00,8.500000000000000000e+01,-7.694152720031811832e+00,-1.224562438297014833e+00
3.609000000000000000e+03,1.000000000000000000e+00,8.400000000000000000e+01,1.028827658967615832e+01,1.637430075143587960e+00
3.652000000000000000e+03,-1.000000000000000000e+00,1.560000000000000000e+02,-3.849812426936543375e+01,-6.127166777235570905e+00
3.655000000000000000e+03,-1.000000000000000000e+00,1.270000000000000000e+02,-9.547221624826796926e+00,-1.519487514385021498e+00
3.675000000000000000e+03,1.000000000000000000e+00,9.100000000000000000e+01,-1.239743904404080865e+01,-1.973113705539556229e+00
3.676000000000000000e+03,-1.000000000000000000e+00,8.300000000000000000e+01,1.214972420908180162e+01,1.933688665078637348e+00
3.678000000000000000e+03,1.000000000000000000e+00,8.200000000000000000e+01,-1.280964360512522759e+01,-2.038718099001166628e+00
3.681000000000000000e+03,-1.000000000000000000e+00,1.010000000000000000e+02,-1.547143119080108775e+01,-2.462354750722121732e+00
3.684000000000000000e+03,-1.000000000000000000e+00,8.900000000000000000e+01,-7.862287873086950540e+00,-1.251321979013252372e+00
3.699000000000000000e+03,-1.000000000000000000e+00,1.120000000000000000e+02,-1.367725609710455537e+01,-2.176802915787954262e+00
3.702000000000000000e+03,1.000000000000000000e+00,8.700000000000000000e+01,-3.935985363461810271e-01,-6.264315265322974169e-02
3.713000000000000000e+03,-1.000000000000000000e+00,8.100000000000000000e+01,-1.866082042879060099e+00,-2.969961813392246186e-01
3.714000000000000000e+03,1.000000000000000000e+00,1.270000000000000000e+02,-2.607725161756675192e+01,-4.150323497186872324e+00
3.719000000000000000e+03,1.000000000000000000e+00,8.100000000000000000e+01,-7.607140684959997401e+00,-1.210714042806850133e+00
3.724000000000000000e+03,1.000000000000000000e+00,1.040000000000000000e+02,-1.850958157756078037e+01,-2.945891402631480194e+00
3.763000000000000000e+03,-1.000000000000000000e+00,1.200000000000000000e+02,1.823832739546080939e+00,2.902719958715920812e-01
3.767000000000000000e+03,-1.000000000000000000e+00,1.260000000000000000e+02,7.041596557180183069e+00,1.120704899334098226e+00
3.875000000000000000e+03,-1.000000000000000000e+00,1.020000000000000000e+02,5.483651501807907280e+00,8.727502427060238599e-01
3.900000000000000000e+03,1.000000000000000000e+00,8.900000000000000000e+01,-4.207447990291779405e+00,-6.696361454569975669e-01
